Chr	GeneID	Start	Stop	CodingLength	S1_GeneCount	S1_RPKM
chr1	1110058L19Rik	23995939	24005640	667	56	7.72910994379557
chr1	1500015O10Rik	43730602	43742564	888	110	11.4037322348834
chr1	1700001G17Rik	33669824	33670712	889	1	0.103553678541532
chr1	1700007P06Rik	187125138	187127852	823	0	0
chr1	1700009P17Rik	171121661	171126967	1034	19	1.69161042963735
chr1	1700015E13Rik	170308861	170312125	713	13	1.67849910645791
chr1	1700016C15Rik	177729814	177753305	749	0	0
chr1	1700016L21Rik	80445932	80475660	394	0	0
chr1	1700019A02Rik	53158577	53187617	627	0	0
chr1	1700019D03Rik	52925127	52952840	834	3	0.331148274184972
chr1	1700019O17Rik	86426329	86428049	1721	0	0
chr1	1700020N18Rik	91404879	91406029	547	1	0.168298391633313
chr1	1700025G04Rik	151884524	152090320	9754	1459	13.7701868265299
chr1	1700027A15Rik	73016036	73025508	571	0	0
chr1	1700034H15Rik	191894072	191907527	4362	10	0.211048189416374
chr1	1700034P13Rik	9747648	9771256	1494	0	0
chr1	1700047M11Rik	182300834	182303289	686	0	0
chr1	1700056E22Rik	184033032	184033998	967	1	0.0952008482145007
chr1	1700063A18Rik	95990659	96021758	356	0	0
chr1	1700065J18Rik	192841705	192842739	404	0	0
chr1	1700066B17Rik	39842428	39847330	531	0	0
chr1	1700066M21Rik	57377620	57385422	3007	40	1.22459887227698
chr1	1700067G17Rik	89016113	89022210	603	0	0
chr1	1700084C01Rik	169928939	169934653	1440	13	0.831090182572562
chr1	1700112H15Rik	184527841	184557691	778	0	0
chr1	1810006J02Rik	98131467	98144655	1687	0	0
chr1	2010300C02Rik	37611676	37719811	4361	68	1.43545677028037
chr1	2310007B03Rik	93151355	93160948	2362	0	0
chr1	2310009B15Rik	138851979	138856854	571	7	1.12857187664441
chr1	2310030A07Rik	150320681	150346771	610	0	0
chr1	2310035C23Rik	105663861	105755131	5406	304	5.17684109284505
chr1	2310043L19Rik	177641542	177642943	698	0	0
chr1	2410088K16Rik	88754890	88755733	476	0	0
chr1	2610203C22Rik	9560833	9631092	1245	0	0
chr1	2610207O16Rik	42707063	42713454	461	0	0
chr1	2810025M15Rik	157412352	157420236	1194	102	7.86435549647325
chr1	2810408I11Rik	64679869	64690659	713	3	0.387345947644133
chr1	2810442N19Rik	162004969	162016485	919	6	0.601039522677403
chr1	2810459M11Rik	86045863	86055456	3331	17	0.469830904772794
chr1	2900009J06Rik	127753617	127774054	464	1	0.198403491860824
chr1	2900060B14Rik	118458669	118459265	597	0	0
chr1	2900092D14Rik	42700336	42703176	2841	1	0.0324038085967695
chr1	3110009E18Rik	120121187	120188189	1089	11	0.929891113367901
chr1	3110035E14Rik	9601267	9627142	3187	12	0.34663026127426
chr1	3110045C21Rik	169969409	169972396	1135	11	0.892203896438453
chr1	3110079O15Rik	87470264	87475459	462	0	0
chr1	4930440C22Rik	94797442	94802472	1565	0	0
chr1	4930444P10Rik	16065979	16093041	717	74	9.50123053909797
chr1	4930448I06Rik	41167560	41181252	573	0	0
chr1	4930452N14Rik	154241521	154256906	613	0	0
chr1	4930469G21Rik	161156843	161159314	954	0	0
chr1	4930486I03Rik	20356454	20392300	786	0	0
chr1	4930487H11Rik	62790918	62794732	895	1	0.102859463936785
chr1	4930488B22Rik	184712497	184718989	1722	0	0
chr1	4930503O07Rik	194212187	194222759	578	0	0
chr1	4930521E06Rik	44739675	44744949	906	0	0
chr1	4930523C07Rik	160044380	160078586	5390	552	9.42795724737088
chr1	4930532M18Rik	154255689	154270416	481	0	0
chr1	4930533P14Rik	96612057	96662573	583	0	0
chr1	4930558J18Rik	57359222	57377544	2052	1	0.0448631677502058
chr1	4930558K02Rik	161942089	161979636	1164	0	0
chr1	4930562F07Rik	160074735	160077985	887	4	0.415148681954553
chr1	4930568G15Rik	165066617	165091930	998	0	0
chr1	4930590L20Rik	140570176	140656402	551	0	0
chr1	4930594C11Rik	37485851	37488605	2755	7	0.233907274614866
chr1	4930596I21Rik	138977657	138979246	460	0	0
chr1	4930598F16Rik	95701184	95716518	761	0	0
chr1	4931408C20Rik	26681801	26687460	4331	0	0
chr1	4931428L18Rik	31141078	31222656	1094	7	0.589044370716595
chr1	4931440L10Rik	134540941	134549682	1832	0	0
chr1	4933400F21Rik	89676507	89683892	3611	0	0
chr1	4933402D24Rik	63754909	63769267	1756	11	0.57668076449752
chr1	4933406M09Rik	134385940	134390983	1770	0	0
chr1	4933407L21Rik	85928483	85931756	1148	3	0.240572875148316
chr1	4933415F23Rik	23100474	23102253	1780	2	0.103437326093733
chr1	4933417E11Rik	71958998	72005195	1093	0	0
chr1	4933424G06Rik	36714538	36757960	1127	0	0
chr1	4933436E23Rik	139379452	139402852	1111	0	0
chr1	4933439K11Rik	172541620	172550806	941	0	0
chr1	5033404E19Rik	185497306	185498014	709	0	0
chr1	5430435G22Rik	131688695	131713464	2523	38	1.38654394311932
chr1	5730559C18Rik	136213522	136234280	3013	2	0.0611080120965298
chr1	5830403L16Rik	153849542	153851195	1654	0	0
chr1	6030407O03Rik	73618381	73864466	1801	0	0
chr1	6330403A02Rik	180432373	180483504	6557	42	0.589673211740694
chr1	6430706D22Rik	88263113	88269408	3638	0	0
chr1	6720483E21Rik	20888650	20890473	1120	1	0.0821957323423412
chr1	7420461P10Rik	162647243	162658219	741	0	0
chr1	9130024F11Rik	56971469	56975196	3728	3	0.0740819905231402
chr1	9130227L01Rik	55931241	55972098	1906	0	0
chr1	9130409I23Rik	181051237	181060667	1898	6	0.291019663509238
chr1	9230116N13Rik	136411916	136415519	2097	7	0.307303071799693
chr1	9330162B11Rik	188006576	188008990	2212	0	0
chr1	9330175M20Rik	51218386	51333779	2552	0	0
chr1	9430016H08Rik	57406548	57415958	1325	88	6.11412179597068
chr1	9430060I03Rik	92933543	92950590	1672	1	0.0550593422388889
chr1	9530026F06Rik	61378432	61395904	892	0	0
chr1	9630028B13Rik	185429357	185441819	3406	6	0.16217126287156
chr1	9930111H07Rik	85775271	85784694	821	4	0.448522388421058
chr1	A130010J15Rik	193173469	193177832	3834	65	1.56073273722547
chr1	A230020J21Rik	191025351	191029781	1649	6	0.334963809181645
chr1	A330023F24Rik	195017399	195037908	5195	53	0.939198974367926
chr1	A530032D15Rik	85088139	85109853	1760	0	0
chr1	A630001G21Rik	85717083	85736606	1936	0	0
chr1	A630095N17Rik	75220095	75232093	767	0	0
chr1	A730008H23Rik	88264828	88277557	2217	5	0.207621155217461
chr1	A830018L16Rik	11414105	11975902	8293	0	0
chr1	AA619741	34633535	34636210	2676	0	0
chr1	AA986860	130731976	130744622	2909	129	4.08237862111429
chr1	AI597479	43098710	43115946	3457	189	5.03303228875522
chr1	AI607873	173723428	173741809	3483	11	0.290741149140868
chr1	Aamp	74279840	74284738	1820	1036	52.4029407425634
chr1	Abca12	71243090	71414910	8323	0	0
chr1	Abcb6	75171641	75180283	2933	94	2.95041483157235
chr1	Abi2	60409619	60481163	5974	1649	25.4110569381358
chr1	Abl2	156558787	156649619	10714	534	4.58835389203915
chr1	Acadl	66830839	66863309	1948	381	18.0054224358952
chr1	Acbd3	180726043	180754204	3471	533	14.1364345661435
chr1	Acbd6	155558120	155687233	1942	186	8.81720646836073
chr1	Ackr1	173331886	173333503	1158	87	6.91636628621566
chr1	Ackr3	90203980	90215722	2319	377	14.9660741803494
chr1	Acmsd	127729413	127767564	2303	5	0.199868042169827
chr1	Acsl3	78657825	78707743	3950	2219	51.7163062470314
chr1	Actr1b	36699202	36709925	2077	695	30.8046018561764
chr1	Actr3	125392905	125435727	2746	1442	48.3428243125181
chr1	Adam23	63445904	63596515	6877	45	0.602394199513451
chr1	Adamts4	171250422	171259922	3673	753	18.873017377685
chr1	Adck3	180165238	180196020	4076	134	3.02648074336079
chr1	Adcy10	165485183	165576773	5209	0	0
chr1	Adhfe1	9548046	9577968	3139	66	1.935619157294
chr1	Adipor1	134415467	134432341	2024	2852	129.719810314822
chr1	Adora1	134199215	134235457	5819	1426	22.5599670112734
chr1	Adss	177763178	177796509	2553	315	11.3586581944293
chr1	Aff3	38175991	38664955	7349	52	0.651391951506049
chr1	Agap1	89454811	89895282	9581	893	8.58040743758648
chr1	Agfg1	82839483	82896275	3137	1713	50.2701448016328
chr1	Agxt	93135240	93145421	1553	0	0
chr1	Ahctf1	179744904	179804015	8831	1142	11.9048385794529
chr1	Aida	183297060	183324501	3293	730	20.4079048779527
chr1	Aim2	173420604	173466036	2537	7	0.254006520127692
chr1	Akp3	87125008	87127912	1680	0	0
chr1	Akr1cl	65013086	65032748	1353	0	0
chr1	Akt3	177022115	177248767	4735	1486	28.8912357448797
chr1	Aldh9a1	167349991	167368530	2833	146	4.74431562040933
chr1	Alpi	87098002	87101606	2337	0	0
chr1	Alppl2	87086691	87089928	2112	0	0
chr1	Als2	59162756	59237231	7024	528	6.92016917397023
chr1	Als2cr11	59050506	59094900	2131	2	0.0864000189802179
chr1	Als2cr12	58658120	58695989	1576	0	0
chr1	Alyref2	171503478	171504750	1273	48	3.47120390473234
chr1	Amer3	34579693	34590944	4356	8	0.169071111521437
chr1	Angel2	190925108	190946491	3349	548	15.063736244382
chr1	Angptl1	156839023	156861079	2191	8	0.336135902230661
chr1	Ankar	72642980	72700564	4573	6	0.120786206284831
chr1	Ankmy1	92870129	92902906	3243	5	0.1419352763235
chr1	Ankrd23	36530534	36535729	1954	32	1.50762284910415
chr1	Ankrd39	36538173	36547201	1786	46	2.37106614237258
chr1	Ankrd44	54645340	54926387	6140	821	12.3095471992556
chr1	Ankrd45	161142712	161170507	3723	11	0.271998770469418
chr1	Ankzf1	75192160	75199385	3050	134	4.04456901965199
chr1	Ano7	93373896	93404304	4019	5	0.114530007742501
chr1	Aox1	58029969	58106410	4382	191	4.01262233287851
chr1	Aox2	58278326	58379264	4776	6	0.115652286712842
chr1	Aox3	58113136	58200452	4360	10	0.211145000512436
chr1	Aox4	58210397	58268596	4972	32	0.592496992588397
chr1	Ap1s3	79606876	79671972	2876	258	8.25844186983412
chr1	Apcs	172893961	172895054	984	0	0
chr1	Apoa2	171225054	171226379	521	5	0.883485798689273
chr1	Apobec4	152750551	152757544	1566	0	0
chr1	Apol7d	71653335	71662843	1193	0	0
chr1	Aqp12	93006334	93012269	1088	0	0
chr1	Arfgef1	10137507	10232670	7042	1317	17.2169828222447
chr1	Arhgap30	171388960	171410239	4487	13	0.266719381079672
chr1	Arhgef4	34801722	34812754	2714	230	7.80162883249341
chr1	Arid5a	36307733	36324029	5794	78	1.23931984422281
chr1	Arl4c	88698226	88702191	3966	161	3.73714938375466
chr1	Arl8a	135146834	135156268	1702	733	39.6471259834127
chr1	Armc9	86154780	86278284	5256	114	1.99671824685505
chr1	Arpc2	74236550	74268213	1597	1358	78.2820419933672
chr1	Arpc5	152766542	152775580	1897	1087	52.7508552360885
chr1	Asb1	91540565	91559590	6072	288	4.3664452279884
chr1	Asb18	89952678	90014577	1404	0	0
chr1	Ascl5	136050804	136051370	567	0	0
chr1	Asic4	75450510	75474340	2650	49	1.70222709092366
chr1	Asnsd1	53344617	53352752	2442	455	17.1527212127998
chr1	Aspm	139454773	139494088	9866	84	0.783800374900412
chr1	Astn1	158362304	158691786	7224	145	1.84781103715341
chr1	Atf3	191170297	191183333	1976	23	1.07153950664915
chr1	Atf6	170704457	170867771	7463	854	10.5344464787354
chr1	Atg16l1	87756011	87792428	3180	252	7.29525896110138
chr1	Atg4b	93755033	93789529	2964	351	10.9017497633
chr1	Atg9a	75180861	75192010	4107	450	10.0868393232384
chr1	Atic	71557156	71579403	2611	479	16.8886888115738
chr1	Atp1a2	172271709	172298064	6227	21635	319.849241935722
chr1	Atp1a4	172223508	172258424	3485	5	0.132079225571624
chr1	Atp1b1	164437099	164458355	2590	2575	91.5260587163368
chr1	Atp2b4	133702674	133753747	8292	724	8.03797340108028
chr1	Atp6v1g3	138273738	138289462	1887	0	0
chr1	Atp6v1h	5083173	5162549	1976	475	22.129620246015
chr1	Avpr1b	131599114	131612000	4148	0	0
chr1	B230216N24Rik	98031123	98047793	1178	0	0
chr1	B3galt2	143640697	143649937	4578	74	1.48806952742098
chr1	B3gat2	23761926	23847858	4355	13	0.274803642457977
chr1	B3gnt7	86303221	86307305	2595	24	0.851414753511419
chr1	B4galt3	171270328	171276895	1998	316	14.5599167120127
chr1	BC003331	150361311	150393055	3242	611	17.3498407021934
chr1	BC026585	157458582	157488733	1289	91	6.49913812283275
chr1	BC055324	163954008	163994781	2910	38	1.20214789295191
chr1	BC055402	57200645	57214996	3304	11	0.306492561276527
chr1	BC094916	173521311	173535957	1294	1	0.0711431377306199
chr1	Bag2	33745484	33757750	1815	95	4.81852667836094
chr1	Bai3	25067476	25829707	5522	43	0.716868248751748
chr1	Bard1	71027535	71102972	5448	38	0.642116440618584
chr1	Batf3	191098414	191108943	712	1	0.129296657617166
chr1	Bcl2	106538178	106714290	7738	500	5.94851513462278
chr1	Bcs1l	74588361	74592443	1829	106	5.33530745964065
chr1	Becn2	175920329	175922225	1789	0	0
chr1	Bend6	33852052	33907621	2292	134	5.38217081585453
chr1	Bivm	44119968	44144771	3571	242	6.23868140410758
chr1	Blzf1	164289800	164307484	4035	272	6.20572686512288
chr1	Bmpr2	59764279	59878081	11087	2542	21.1071108332226
chr1	Bok	93685694	93695762	1432	5	0.321435824802452
chr1	Boll	55300069	55363469	1258	0	0
