Chr	GeneID	Start	Stop	CodingLength	S2_GeneCount	S2_RPKM
chr1	1110058L19Rik	23995939	24005640	667	27	4.30612291329877
chr1	1500015O10Rik	43730602	43742564	888	138	16.5315894927218
chr1	1700001G17Rik	33669824	33670712	889	2	0.239318750420387
chr1	1700007P06Rik	187125138	187127852	823	1	0.129255388289018
chr1	1700009P17Rik	171121661	171126967	1034	24	2.46910292986914
chr1	1700015E13Rik	170308861	170312125	713	48	7.16143738985888
chr1	1700016C15Rik	177729814	177753305	749	0	0
chr1	1700016L21Rik	80445932	80475660	394	0	0
chr1	1700019A02Rik	53158577	53187617	627	0	0
chr1	1700019D03Rik	52925127	52952840	834	6	0.765303486056562
chr1	1700019O17Rik	86426329	86428049	1721	0	0
chr1	1700020N18Rik	91404879	91406029	547	0	0
chr1	1700025G04Rik	151884524	152090320	9754	1221	13.3162335810984
chr1	1700027A15Rik	73016036	73025508	571	0	0
chr1	1700034H15Rik	191894072	191907527	4362	21	0.512132250297823
chr1	1700034P13Rik	9747648	9771256	1494	0	0
chr1	1700047M11Rik	182300834	182303289	686	1	0.155068782160149
chr1	1700056E22Rik	184033032	184033998	967	0	0
chr1	1700063A18Rik	95990659	96021758	356	0	0
chr1	1700065J18Rik	192841705	192842739	404	0	0
chr1	1700066B17Rik	39842428	39847330	531	0	0
chr1	1700066M21Rik	57377620	57385422	3007	50	1.76882581579418
chr1	1700067G17Rik	89016113	89022210	603	0	0
chr1	1700084C01Rik	169928939	169934653	1440	12	0.886476538015518
chr1	1700112H15Rik	184527841	184557691	778	0	0
chr1	1810006J02Rik	98131467	98144655	1687	0	0
chr1	2010300C02Rik	37611676	37719811	4361	101	2.4636770558927
chr1	2310007B03Rik	93151355	93160948	2362	0	0
chr1	2310009B15Rik	138851979	138856854	571	13	2.42189737181122
chr1	2310030A07Rik	150320681	150346771	610	3	0.523166481451781
chr1	2310035C23Rik	105663861	105755131	5406	447	8.795893729033
chr1	2310043L19Rik	177641542	177642943	698	0	0
chr1	2410088K16Rik	88754890	88755733	476	0	0
chr1	2610203C22Rik	9560833	9631092	1245	4	0.341774086945742
chr1	2610207O16Rik	42707063	42713454	461	0	0
chr1	2810025M15Rik	157412352	157420236	1194	60	5.34558716391267
chr1	2810408I11Rik	64679869	64690659	713	0	0
chr1	2810442N19Rik	162004969	162016485	919	7	0.81027235248426
chr1	2810459M11Rik	86045863	86055456	3331	12	0.3832261227086
chr1	2900009J06Rik	127753617	127774054	464	0	0
chr1	2900060B14Rik	118458669	118459265	597	0	0
chr1	2900092D14Rik	42700336	42703176	2841	4	0.149774283086043
chr1	3110009E18Rik	120121187	120188189	1089	10	0.976833650705805
chr1	3110035E14Rik	9601267	9627142	3187	9	0.30040623189732
chr1	3110045C21Rik	169969409	169972396	1135	5	0.4686219584223
chr1	3110079O15Rik	87470264	87475459	462	0	0
chr1	4930440C22Rik	94797442	94802472	1565	0	0
chr1	4930444P10Rik	16065979	16093041	717	77	11.424049109154
