Chr	GeneID	Start	Stop	CodingLength	S12_GeneCount	S12_RPKM
chr1	1110058L19Rik	23995939	24005640	667	50	8.10262388654867
chr1	1500015O10Rik	43730602	43742564	888	252	30.673906156456
chr1	1700001G17Rik	33669824	33670712	889	3	0.364754789583439
chr1	1700007P06Rik	187125138	187127852	823	0	0
chr1	1700009P17Rik	171121661	171126967	1034	27	2.82244010779217
chr1	1700015E13Rik	170308861	170312125	713	8	1.21277983334148
chr1	1700016C15Rik	177729814	177753305	749	1	0.144311084975379
chr1	1700016L21Rik	80445932	80475660	394	0	0
chr1	1700019A02Rik	53158577	53187617	627	1	0.172390753822264
chr1	1700019D03Rik	52925127	52952840	834	1	0.129603120679328
chr1	1700019O17Rik	86426329	86428049	1721	0	0
chr1	1700020N18Rik	91404879	91406029	547	0	0
chr1	1700025G04Rik	151884524	152090320	9754	974	10.793386157243
chr1	1700027A15Rik	73016036	73025508	571	0	0
chr1	1700034H15Rik	191894072	191907527	4362	3	0.0743390664694355
chr1	1700034P13Rik	9747648	9771256	1494	0	0
chr1	1700047M11Rik	182300834	182303289	686	0	0
chr1	1700056E22Rik	184033032	184033998	967	0	0
chr1	1700063A18Rik	95990659	96021758	356	0	0
chr1	1700065J18Rik	192841705	192842739	404	0	0
chr1	1700066B17Rik	39842428	39847330	531	0	0
chr1	1700066M21Rik	57377620	57385422	3007	34	1.22215699700133
chr1	1700067G17Rik	89016113	89022210	603	0	0
chr1	1700084C01Rik	169928939	169934653	1440	9	0.675556266540995
chr1	1700112H15Rik	184527841	184557691	778	0	0
chr1	1810006J02Rik	98131467	98144655	1687	0	0
chr1	2010300C02Rik	37611676	37719811	4361	64	1.58626373982568
chr1	2310007B03Rik	93151355	93160948	2362	18	0.823709588331103
chr1	2310009B15Rik	138851979	138856854	571	27	5.11103865404045
chr1	2310030A07Rik	150320681	150346771	610	0	0
chr1	2310035C23Rik	105663861	105755131	5406	220	4.39873854647485
chr1	2310043L19Rik	177641542	177642943	698	0	0
chr1	2410088K16Rik	88754890	88755733	476	0	0
chr1	2610203C22Rik	9560833	9631092	1245	0	0
chr1	2610207O16Rik	42707063	42713454	461	0	0
chr1	2810025M15Rik	157412352	157420236	1194	118	10.6821627406147
chr1	2810408I11Rik	64679869	64690659	713	5	0.757987395838424
chr1	2810442N19Rik	162004969	162016485	919	3	0.352847669140019
chr1	2810459M11Rik	86045863	86055456	3331	5	0.162247076923685
chr1	2900009J06Rik	127753617	127774054	464	1	0.232950436738274
chr1	2900060B14Rik	118458669	118459265	597	0	0
chr1	2900092D14Rik	42700336	42703176	2841	0	0
chr1	3110009E18Rik	120121187	120188189	1089	13	1.29031867254846
chr1	3110035E14Rik	9601267	9627142	3187	5	0.169577977167492
chr1	3110045C21Rik	169969409	169972396	1135	2	0.190465202901426
chr1	3110079O15Rik	87470264	87475459	462	0	0
chr1	4930440C22Rik	94797442	94802472	1565	0	0
chr1	4930444P10Rik	16065979	16093041	717	193	29.0950871838019
chr1	4930448I06Rik	41167560	41181252	573	0	0
chr1	4930452N14Rik	154241521	154256906	613	0	0
chr1	4930469G21Rik	161156843	161159314	954	0	0
chr1	4930486I03Rik	20356454	20392300	786	0	0
chr1	4930487H11Rik	62790918	62794732	895	1	0.120769835359284
chr1	4930488B22Rik	184712497	184718989	1722	0	0
chr1	4930503O07Rik	194212187	194222759	578	0	0
chr1	4930521E06Rik	44739675	44744949	906	0	0
chr1	4930523C07Rik	160044380	160078586	5390	450	9.02412823579808
chr1	4930532M18Rik	154255689	154270416	481	0	0
chr1	4930533P14Rik	96612057	96662573	583	0	0
chr1	4930558J18Rik	57359222	57377544	2052	2	0.105349905113605
chr1	4930558K02Rik	161942089	161979636	1164	4	0.371439871637661
chr1	4930562F07Rik	160074735	160077985	887	2	0.243718157038465
chr1	4930568G15Rik	165066617	165091930	998	0	0
chr1	4930590L20Rik	140570176	140656402	551	0	0
chr1	4930594C11Rik	37485851	37488605	2755	11	0.431571335430908
chr1	4930596I21Rik	138977657	138979246	460	0	0
chr1	4930598F16Rik	95701184	95716518	761	0	0
chr1	4931408C20Rik	26681801	26687460	4331	0	0
chr1	4931428L18Rik	31141078	31222656	1094	7	0.691611534301567
chr1	4931440L10Rik	134540941	134549682	1832	0	0
chr1	4933400F21Rik	89676507	89683892	3611	0	0
chr1	4933402D24Rik	63754909	63769267	1756	0	0
chr1	4933406M09Rik	134385940	134390983	1770	0	0
chr1	4933407L21Rik	85928483	85931756	1148	0	0
chr1	4933415F23Rik	23100474	23102253	1780	0	0
chr1	4933417E11Rik	71958998	72005195	1093	0	0
chr1	4933424G06Rik	36714538	36757960	1127	2	0.191817218538703
chr1	4933436E23Rik	139379452	139402852	1111	0	0
chr1	4933439K11Rik	172541620	172550806	941	1	0.114866102706227
chr1	5033404E19Rik	185497306	185498014	709	0	0
chr1	5430435G22Rik	131688695	131713464	2523	12	0.514097515560329
chr1	5730559C18Rik	136213522	136234280	3013	6	0.215245275764804
chr1	5830403L16Rik	153849542	153851195	1654	0	0
chr1	6030407O03Rik	73618381	73864466	1801	3	0.180048310904874
chr1	6330403A02Rik	180432373	180483504	6557	22	0.362659456797972
chr1	6430706D22Rik	88263113	88269408	3638	0	0
chr1	6720483E21Rik	20888650	20890473	1120	2	0.19301607615457
chr1	7420461P10Rik	162647243	162658219	741	0	0
chr1	9130024F11Rik	56971469	56975196	3728	0	0
chr1	9130227L01Rik	55931241	55972098	1906	0	0
chr1	9130409I23Rik	181051237	181060667	1898	1	0.0569488949665749
chr1	9230116N13Rik	136411916	136415519	2097	6	0.309267532608181
chr1	9330162B11Rik	188006576	188008990	2212	0	0
chr1	9330175M20Rik	51218386	51333779	2552	1	0.0423546248615044
chr1	9430016H08Rik	57406548	57415958	1325	93	7.58662433670189
chr1	9430060I03Rik	92933543	92950590	1672	6	0.387879196100093
chr1	9530026F06Rik	61378432	61395904	892	11	1.33293613129165
chr1	9630028B13Rik	185429357	185441819	3406	38	1.2059254552464
chr1	9930111H07Rik	85775271	85784694	821	7	0.921587111481017
chr1	A130010J15Rik	193173469	193177832	3834	41	1.15588135328871
chr1	A230020J21Rik	191025351	191029781	1649	1	0.0655482126419401
chr1	A330023F24Rik	195017399	195037908	5195	108	2.24708609929324
chr1	A530032D15Rik	85088139	85109853	1760	0	0
chr1	A630001G21Rik	85717083	85736606	1936	0	0
chr1	A630095N17Rik	75220095	75232093	767	0	0
chr1	A730008H23Rik	88264828	88277557	2217	1	0.0487546245586645
chr1	A830018L16Rik	11414105	11975902	8293	9	0.11730387360654
chr1	AA619741	34633535	34636210	2676	0	0
chr1	AA986860	130731976	130744622	2909	92	3.41842153437038
chr1	AI597479	43098710	43115946	3457	132	4.12720519217409
chr1	AI607873	173723428	173741809	3483	13	0.403432969969931
chr1	Aamp	74279840	74284738	1820	862	51.1938023523813
chr1	Abca12	71243090	71414910	8323	0	0
chr1	Abcb6	75171641	75180283	2933	94	3.46415487513691
chr1	Abi2	60409619	60481163	5974	953	17.2428556280835
chr1	Abl2	156558787	156649619	10714	258	2.60285259313163
chr1	Acadl	66830839	66863309	1948	285	15.813842789666
chr1	Acbd3	180726043	180754204	3471	360	11.2106139304988
chr1	Acbd6	155558120	155687233	1942	207	11.5213303541904
chr1	Ackr1	173331886	173333503	1158	28	2.61355101390644
chr1	Ackr3	90203980	90215722	2319	215	10.021188257443
