Chr	GeneID	Start	Stop	CodingLength	S7_GeneCount	S7_RPKM
chr1	1110058L19Rik	23995939	24005640	667	28	4.64952112511235
chr1	1500015O10Rik	43730602	43742564	888	63	7.85784777985626
chr1	1700001G17Rik	33669824	33670712	889	4	0.498349765458772
chr1	1700007P06Rik	187125138	187127852	823	0	0
chr1	1700009P17Rik	171121661	171126967	1034	30	3.21348845376824
chr1	1700015E13Rik	170308861	170312125	713	20	3.10682287161885
chr1	1700016C15Rik	177729814	177753305	749	0	0
chr1	1700016L21Rik	80445932	80475660	394	0	0
chr1	1700019A02Rik	53158577	53187617	627	0	0
chr1	1700019D03Rik	52925127	52952840	834	4	0.531214558144902
chr1	1700019O17Rik	86426329	86428049	1721	0	0
chr1	1700020N18Rik	91404879	91406029	547	0	0
chr1	1700025G04Rik	151884524	152090320	9754	438	4.97356029254325
chr1	1700027A15Rik	73016036	73025508	571	0	0
chr1	1700034H15Rik	191894072	191907527	4362	6	0.152349704777458
chr1	1700034P13Rik	9747648	9771256	1494	0	0
chr1	1700047M11Rik	182300834	182303289	686	0	0
chr1	1700056E22Rik	184033032	184033998	967	9	1.03084190109504
chr1	1700063A18Rik	95990659	96021758	356	0	0
chr1	1700065J18Rik	192841705	192842739	404	0	0
chr1	1700066B17Rik	39842428	39847330	531	0	0
chr1	1700066M21Rik	57377620	57385422	3007	81	2.98351082980717
chr1	1700067G17Rik	89016113	89022210	603	0	0
chr1	1700084C01Rik	169928939	169934653	1440	54	4.15343382649545
chr1	1700112H15Rik	184527841	184557691	778	0	0
chr1	1810006J02Rik	98131467	98144655	1687	0	0
chr1	2010300C02Rik	37611676	37719811	4361	28	0.711128317002967
chr1	2310007B03Rik	93151355	93160948	2362	13	0.609592320004977
chr1	2310009B15Rik	138851979	138856854	571	27	5.237254562306
chr1	2310030A07Rik	150320681	150346771	610	0	0
chr1	2310035C23Rik	105663861	105755131	5406	383	7.84691160709216
chr1	2310043L19Rik	177641542	177642943	698	3	0.476038260916384
chr1	2410088K16Rik	88754890	88755733	476	5	1.16342684215559
chr1	2610203C22Rik	9560833	9631092	1245	0	0
chr1	2610207O16Rik	42707063	42713454	461	0	0
chr1	2810025M15Rik	157412352	157420236	1194	223	20.6860020839416
chr1	2810408I11Rik	64679869	64690659	713	26	4.03886973310451
chr1	2810442N19Rik	162004969	162016485	919	0	0
chr1	2810459M11Rik	86045863	86055456	3331	5	0.166253730671288
chr1	2900009J06Rik	127753617	127774054	464	4	0.954812373907
chr1	2900060B14Rik	118458669	118459265	597	0	0
chr1	2900092D14Rik	42700336	42703176	2841	2	0.0779713026210574
chr1	3110009E18Rik	120121187	120188189	1089	17	1.72900826569753
chr1	3110035E14Rik	9601267	9627142	3187	10	0.347531331575814
chr1	3110045C21Rik	169969409	169972396	1135	5	0.487921741732212
chr1	3110079O15Rik	87470264	87475459	462	0	0
chr1	4930440C22Rik	94797442	94802472	1565	0	0
chr1	4930444P10Rik	16065979	16093041	717	6	0.926847157934829
chr1	4930448I06Rik	41167560	41181252	573	0	0
chr1	4930452N14Rik	154241521	154256906	613	0	0
chr1	4930469G21Rik	161156843	161159314	954	0	0
chr1	4930486I03Rik	20356454	20392300	786	0	0
chr1	4930487H11Rik	62790918	62794732	895	1	0.123752218294092
chr1	4930488B22Rik	184712497	184718989	1722	0	0
chr1	4930503O07Rik	194212187	194222759	578	0	0
chr1	4930521E06Rik	44739675	44744949	906	0	0
chr1	4930523C07Rik	160044380	160078586	5390	367	7.54142344748958
chr1	4930532M18Rik	154255689	154270416	481	0	0
chr1	4930533P14Rik	96612057	96662573	583	0	0
chr1	4930558J18Rik	57359222	57377544	2052	9	0.485781734093035
chr1	4930558K02Rik	161942089	161979636	1164	0	0
chr1	4930562F07Rik	160074735	160077985	887	0	0
chr1	4930568G15Rik	165066617	165091930	998	0	0
chr1	4930590L20Rik	140570176	140656402	551	0	0
chr1	4930594C11Rik	37485851	37488605	2755	4	0.160810505079074
chr1	4930596I21Rik	138977657	138979246	460	0	0
chr1	4930598F16Rik	95701184	95716518	761	0	0
chr1	4931408C20Rik	26681801	26687460	4331	0	0
chr1	4931428L18Rik	31141078	31222656	1094	0	0
chr1	4931440L10Rik	134540941	134549682	1832	0	0
chr1	4933400F21Rik	89676507	89683892	3611	2	0.0613449102039391
chr1	4933402D24Rik	63754909	63769267	1756	6	0.378444995580451
chr1	4933406M09Rik	134385940	134390983	1770	0	0
chr1	4933407L21Rik	85928483	85931756	1148	1	0.0964792991055854
chr1	4933415F23Rik	23100474	23102253	1780	0	0
chr1	4933417E11Rik	71958998	72005195	1093	0	0
chr1	4933424G06Rik	36714538	36757960	1127	4	0.393108200082385
chr1	4933436E23Rik	139379452	139402852	1111	0	0
chr1	4933439K11Rik	172541620	172550806	941	1	0.117702694339226
chr1	5033404E19Rik	185497306	185498014	709	0	0
chr1	5430435G22Rik	131688695	131713464	2523	181	7.94579492768584
chr1	5730559C18Rik	136213522	136234280	3013	193	7.09470276370061
chr1	5830403L16Rik	153849542	153851195	1654	0	0
chr1	6030407O03Rik	73618381	73864466	1801	0	0
chr1	6330403A02Rik	180432373	180483504	6557	6	0.101349612969235
chr1	6430706D22Rik	88263113	88269408	3638	0	0
chr1	6720483E21Rik	20888650	20890473	1120	0	0
chr1	7420461P10Rik	162647243	162658219	741	0	0
chr1	9130024F11Rik	56971469	56975196	3728	0	0
chr1	9130227L01Rik	55931241	55972098	1906	0	0
chr1	9130409I23Rik	181051237	181060667	1898	1	0.0583552346539579
chr1	9230116N13Rik	136411916	136415519	2097	3	0.158452411120475
chr1	9330162B11Rik	188006576	188008990	2212	2	0.100143069957696
chr1	9330175M20Rik	51218386	51333779	2552	0	0
chr1	9430016H08Rik	57406548	57415958	1325	144	12.0371214292397
chr1	9430060I03Rik	92933543	92950590	1672	4	0.264971854959837
chr1	9530026F06Rik	61378432	61395904	892	0	0
chr1	9630028B13Rik	185429357	185441819	3406	5	0.162592829379348
chr1	9930111H07Rik	85775271	85784694	821	7	0.944345490392795
chr1	A130010J15Rik	193173469	193177832	3834	61	1.76219414652215
chr1	A230020J21Rik	191025351	191029781	1649	2	0.134333820949924
chr1	A330023F24Rik	195017399	195037908	5195	38	0.810166110525901
chr1	A530032D15Rik	85088139	85109853	1760	4	0.251723262211846
chr1	A630001G21Rik	85717083	85736606	1936	8	0.457678658566992
chr1	A630095N17Rik	75220095	75232093	767	0	0
chr1	A730008H23Rik	88264828	88277557	2217	3	0.149875825944807
chr1	A830018L16Rik	11414105	11975902	8293	5	0.0667781474576221
chr1	AA619741	34633535	34636210	2676	0	0
chr1	AA986860	130731976	130744622	2909	54	2.05601399455258
chr1	AI597479	43098710	43115946	3457	205	6.56796015374847
chr1	AI607873	173723428	173741809	3483	198	6.29633379382601
chr1	Aamp	74279840	74284738	1820	1088	66.2115165307993
chr1	Abca12	71243090	71414910	8323	0	0
chr1	Abcb6	75171641	75180283	2933	139	5.24902649740078
chr1	Abi2	60409619	60481163	5974	941	17.4461833756599
chr1	Abl2	156558787	156649619	10714	771	7.97037516079396
chr1	Acadl	66830839	66863309	1948	762	43.3253466911641
chr1	Acbd3	180726043	180754204	3471	697	22.240993965753
chr1	Acbd6	155558120	155687233	1942	175	9.98078846051087
chr1	Ackr1	173331886	173333503	1158	27	2.58244590248422
chr1	Ackr3	90203980	90215722	2319	350	16.7164218976387
chr1	Acmsd	127729413	127767564	2303	6	0.288558146868985
chr1	Acsl3	78657825	78707743	3950	2491	69.847788434094
chr1	Actr1b	36699202	36709925	2077	802	42.7675034999114
chr1	Actr3	125392905	125435727	2746	2880	116.163043654352
chr1	Adam23	63445904	63596515	6877	17	0.273795259756377
chr1	Adamts4	171250422	171259922	3673	664	20.0227248265213
chr1	Adck3	180165238	180196020	4076	42	1.14127720453261
chr1	Adcy10	165485183	165576773	5209	0	0
chr1	Adhfe1	9548046	9577968	3139	87	3.06975676249425
chr1	Adipor1	134415467	134432341	2024	1412	77.2680970093752
chr1	Adora1	134199215	134235457	5819	695	13.2285570689779
chr1	Adss	177763178	177796509	2553	1556	67.5048234393725
chr1	Aff3	38175991	38664955	7349	8	0.12056958538382
chr1	Agap1	89454811	89895282	9581	634	7.32916409838393
chr1	Agfg1	82839483	82896275	3137	1046	36.9311808098119
chr1	Agxt	93135240	93145421	1553	0	0
chr1	Ahctf1	179744904	179804015	8831	1376	17.2577660370898
chr1	Aida	183297060	183324501	3293	931	31.3136705534347
chr1	Aim2	173420604	173466036	2537	41	1.78994389054068
chr1	Akp3	87125008	87127912	1680	0	0
chr1	Akr1cl	65013086	65032748	1353	0	0
chr1	Akt3	177022115	177248767	4735	968	22.6428662811551
chr1	Aldh9a1	167349991	167368530	2833	157	6.13803139908023
chr1	Alpi	87098002	87101606	2337	0	0
chr1	Alppl2	87086691	87089928	2112	0	0
chr1	Als2	59162756	59237231	7024	571	9.00383718651823
chr1	Als2cr11	59050506	59094900	2131	0	0
chr1	Als2cr12	58658120	58695989	1576	1	0.0702780681302107
chr1	Alyref2	171503478	171504750	1273	20	1.74011367436311
chr1	Amer3	34579693	34590944	4356	0	0
chr1	Angel2	190925108	190946491	3349	536	17.7266091848437
chr1	Angptl1	156839023	156861079	2191	1	0.0505514538444601
chr1	Ankar	72642980	72700564	4573	0	0
chr1	Ankmy1	92870129	92902906	3243	2	0.0683060347660882
chr1	Ankrd23	36530534	36535729	1954	39	2.21063008165572
chr1	Ankrd39	36538173	36547201	1786	47	2.91469040455821
chr1	Ankrd44	54645340	54926387	6140	741	13.3667512070929
chr1	Ankrd45	161142712	161170507	3723	38	1.13048964388452
chr1	Ankzf1	75192160	75199385	3050	127	4.61190029258949
chr1	Ano7	93373896	93404304	4019	2	0.0551173104619119
chr1	Aox1	58029969	58106410	4382	233	5.8892443728796
chr1	Aox2	58278326	58379264	4776	3	0.069571755887696
chr1	Aox3	58113136	58200452	4360	2	0.050806529987712
chr1	Aox4	58210397	58268596	4972	11	0.245040343746044
chr1	Ap1s3	79606876	79671972	2876	147	5.66114763555708
chr1	Apcs	172893961	172895054	984	0	0
chr1	Apoa2	171225054	171226379	521	4	0.850351135302972
chr1	Apobec4	152750551	152757544	1566	0	0
chr1	Apol7d	71653335	71662843	1193	0	0
chr1	Aqp12	93006334	93012269	1088	0	0
chr1	Arfgef1	10137507	10232670	7042	1216	19.1255345376066
chr1	Arhgap30	171388960	171410239	4487	259	6.39322107458478
chr1	Arhgef4	34801722	34812754	2714	39	1.59158849652
chr1	Arid5a	36307733	36324029	5794	287	5.48629850744078
chr1	Arl4c	88698226	88702191	3966	868	24.2405820231841
chr1	Arl8a	135146834	135156268	1702	684	44.511535249869
chr1	Armc9	86154780	86278284	5256	132	2.78159951850533
chr1	Arpc2	74236550	74268213	1597	2065	143.215877298486
chr1	Arpc5	152766542	152775580	1897	1408	82.2074830814352
chr1	Asb1	91540565	91559590	6072	139	2.53547343822076
chr1	Asb18	89952678	90014577	1404	0	0
chr1	Ascl5	136050804	136051370	567	0	0
chr1	Asic4	75450510	75474340	2650	12	0.501546726218319
chr1	Asnsd1	53344617	53352752	2442	442	20.0471498914659
chr1	Aspm	139454773	139494088	9866	843	9.46373326774962
chr1	Astn1	158362304	158691786	7224	11	0.168651798048911
chr1	Atf3	191170297	191183333	1976	89	4.98860473087848
chr1	Atf6	170704457	170867771	7463	925	13.7279067024281
chr1	Atg16l1	87756011	87792428	3180	265	9.22985294776767
chr1	Atg4b	93755033	93789529	2964	418	15.6197511423761
chr1	Atg9a	75180861	75192010	4107	580	15.6415331182038
chr1	Atic	71557156	71579403	2611	881	37.3718902197625
chr1	Atp1a2	172271709	172298064	6227	17277	307.302076849684
chr1	Atp1a4	172223508	172258424	3485	0	0
chr1	Atp1b1	164437099	164458355	2590	924	39.5137488358486
chr1	Atp2b4	133702674	133753747	8292	1066	14.2388180062523
chr1	Atp6v1g3	138273738	138289462	1887	0	0
chr1	Atp6v1h	5083173	5162549	1976	397	22.252540204031
chr1	Avpr1b	131599114	131612000	4148	0	0
chr1	B230216N24Rik	98031123	98047793	1178	0	0
chr1	B3galt2	143640697	143649937	4578	17	0.411290957043382
chr1	B3gat2	23761926	23847858	4355	23	0.584945904382061
chr1	B3gnt7	86303221	86307305	2595	105	4.48154709602592
chr1	B4galt3	171270328	171276895	1998	316	17.517318507475
chr1	BC003331	150361311	150393055	3242	389	13.289621702708
chr1	BC026585	157458582	157488733	1289	114	9.79553051400014
chr1	BC055324	163954008	163994781	2910	104	3.95836992399108
chr1	BC055402	57200645	57214996	3304	3	0.10056740499989
chr1	BC094916	173521311	173535957	1294	1	0.085593690396609
chr1	Bag2	33745484	33757750	1815	62	3.78347691082047
chr1	Bai3	25067476	25829707	5522	2	0.0401152609102543
chr1	Bard1	71027535	71102972	5448	249	5.0621880704717
chr1	Batf3	191098414	191108943	712	6	0.933355916066394
chr1	Bcl2	106538178	106714290	7738	283	4.0507341187153
chr1	Bcs1l	74588361	74592443	1829	150	9.08350754837715
chr1	Becn2	175920329	175922225	1789	0	0
chr1	Bend6	33852052	33907621	2292	49	2.3678680337205
chr1	Bivm	44119968	44144771	3571	227	7.04063831691939
chr1	Blzf1	164289800	164307484	4035	150	4.11740651945026
chr1	Bmpr2	59764279	59878081	11087	2905	29.0207155911591
chr1	Bok	93685694	93695762	1432	36	2.78442491161706
chr1	Boll	55300069	55363469	1258	1	0.0880431123793419
chr1	Bpnt1	185332159	185357769	2182	405	20.5577842924614
chr1	Brinp2	158245269	158356260	4101	2	0.054015233052042
chr1	Brinp3	146495666	146902472	3172	5	0.174587382366349
chr1	Brox	183276342	183297008	3456	665	21.3119868411997
chr1	Btg2	134074865	134079155	3083	413	14.8372206322208
chr1	Bzw1	58393136	58406548	2833	2574	100.632438351799
chr1	C030007H22Rik	89360344	89406133	589	0	0
chr1	C130026I21Rik	85246344	85270566	1971	0	0
chr1	C130036L24Rik	86359574	86367964	1266	4	0.349947031194983
chr1	C130074G19Rik	184871926	184883036	2853	52	2.01872703799756
chr1	C1ql2	120340582	120343174	2000	6	0.332274706119636
chr1	C230024C17Rik	153721240	153737829	3337	3	0.0995728816660582
chr1	C4bp	130635921	130661618	1883	0	0
chr1	C4bp-ps1	130670202	130681571	754	5	0.734471056851539
chr1	C730036E19Rik	151138034	151144095	2640	8	0.335631016282461
chr1	Cab39	85793447	85851577	3800	1028	29.9630173588584
chr1	Cacna1e	154392519	154725920	12697	22	0.191909992770786
chr1	Cacna1s	136052901	136119822	6260	8	0.141544070764488
chr1	Cacybp	160202367	160212892	2115	959	50.2208736278536
chr1	Cadm3	173334254	173367695	4159	37	0.985346167061516
chr1	Camk1g	193346346	193370282	2453	4	0.180608618627333
chr1	Camsap2	136268123	136346104	7823	1297	18.362959386304
chr1	Capn10	92934408	92947948	2877	112	4.3117561215849
chr1	Capn2	182467259	182517483	3185	3012	104.742167957336
chr1	Capn8	182565007	182632352	3705	0	0
chr1	Carf	60098247	60153953	5789	124	2.37243413133154
chr1	Casp8	58795374	58847503	2893	346	13.2465777528971
chr1	Casq1	172209894	172219895	1874	39	2.30500062943184
chr1	Catip	74362108	74369321	2101	11	0.579886049074409
chr1	Ccdc108	74902080	74935599	5718	0	0
chr1	Ccdc115	34436670	34439672	1705	137	8.89963533497364
chr1	Ccdc121	181509633	181511451	1819	1	0.0608896291221617
chr1	Ccdc150	54250683	54368727	3807	8	0.232746488832597
chr1	Ccdc181	164275598	164287847	1896	109	6.36743019814352
chr1	Ccdc185	182747126	182749180	2055	0	0
chr1	Ccdc19	172521130	172545870	1822	6	0.364736230647241
chr1	Ccdc93	121431067	121506460	7256	377	5.7546657574009
chr1	Ccl20	83116766	83119167	802	1	0.138102537871835
chr1	Ccnt2	127774164	127804837	3514	342	10.7795436817412
chr1	Ccnyl1	64691345	64725642	2925	714	27.0363692500764
chr1	Cd244	171559193	171585316	3758	76	2.23992173719109
chr1	Cd247	165788681	165871153	4604	13	0.31274045609291
chr1	Cd28	60746388	60773359	4317	0	0
chr1	Cd34	194938821	194961292	2621	30	1.26774019885401
chr1	Cd46	195041900	195092248	1213	9	0.821784104170576
chr1	Cd48	171682055	171705257	1142	56	5.43122695350252
chr1	Cd55	130439030	130462740	2526	31	1.35926575477814
chr1	Cd84	171839697	171890718	6253	202	3.57798873267053
chr1	Cdc42bpa	179961089	180165602	8656	3078	39.3846867466205
chr1	Cdc73	143607499	143702684	2678	394	16.2952743603605
chr1	Cdh19	110889195	110977372	3054	21	0.761598867988688
chr1	Cdh20	104768819	104995481	3722	216	6.42766760897738
chr1	Cdh7	109983737	110139001	3353	0	0
chr1	Cdk15	59256907	59352369	1477	18	1.34979569175208
chr1	Cdk18	132113547	132139685	3046	41	1.49083639208854
chr1	Cdk5r2	74855029	74857732	2704	33	1.35170923347485
chr1	Celrr	121087405	121120975	1580	0	0
chr1	Cenpf	189640614	189688086	11122	1523	15.1667678900739
chr1	Cenpl	161070892	161086343	4327	101	2.58529738218036
chr1	Cep170	176733653	176807124	6930	719	11.4913667003376
chr1	Cep350	155844964	155973255	13307	1263	10.5123357087523
chr1	Cfc1	34535648	34544311	1038	0	0
chr1	Cfh	140085855	140183411	4365	1091	27.6832153017582
chr1	Cfhr1	139547064	139560222	1732	0	0
chr1	Cfhr2	139810292	139858699	1602	0	0
chr1	Cflar	58711508	58759203	8218	1106	14.9061338917951
chr1	Chil1	134182404	134190031	1689	36682	2405.46689754894
chr1	Chit1	134111242	134151540	1851	0	0
chr1	Chml	175682238	175688353	6116	249	4.50928721516184
chr1	Chpf	75474569	75479471	3235	833	28.5198176401501
chr1	Chrnd	87190597	87200070	2965	2	0.0747104454456742
chr1	Chrng	87205811	87211835	1921	0	0
chr1	Chst10	38863873	38898160	3119	85	3.01841936733665
chr1	Clasp1	118389058	118609462	7899	1255	17.5973649061123
chr1	Clk1	58411988	58424088	3088	745	26.7211416298714
chr1	Cnga3	37218278	37263384	3832	10	0.289035060994812
chr1	Cnih3	181352628	181460641	2727	0	0
chr1	Cnih4	181150931	181168994	3268	456	15.4546374939366
chr1	Cnnm3	36511876	36528237	5283	331	6.93942379491448
chr1	Cnnm4	36471597	36508776	4582	250	6.04311629055064
chr1	Cnot11	39535802	39546877	3166	447	15.6376914756241
chr1	Cnppd1	75135215	75142368	2738	367	14.8459723820193
chr1	Cnst	179546529	179627473	4545	242	5.89735818708852
chr1	Cntn2	132509425	132542940	9535	28	0.325247046717351
chr1	Cntnap5a	115685137	116580674	3915	0	0
chr1	Cntnap5b	99772765	100485942	5120	3	0.0648974035389914
chr1	Coa5	37417085	37430103	3862	1109	31.8049930162849
chr1	Col19a1	24257683	24587437	10542	26	0.273165824293636
chr1	Col3a1	45311538	45349706	5564	487	9.69433152889185
chr1	Col4a3	82586921	82722059	8609	4467	57.4697453144544
chr1	Col4a4	82450723	82586849	7808	1539	21.8310609937722
chr1	Col5a2	45374331	45503282	6615	262	4.3867963216601
chr1	Col6a3	90766860	90843971	10841	1506	15.3862099872758
chr1	Col9a1	24177610	24252738	4143	323	8.63502535012008
chr1	Colgalt2	152399867	152510695	4056	316	8.62909328844551
chr1	Copa	172082529	172122332	4629	4776	114.275509212024
chr1	Cops5	10024600	10038159	1739	563	35.8578990886247
chr1	Cops7b	86587100	86606500	2231	173	8.58860363942881
chr1	Cops8	90603425	90613341	1843	477	28.6661303706034
chr1	Coq10b	55052770	55072702	1733	365	23.3276144900302
chr1	Cox20	178319153	178322693	448	151	37.3314587976675
chr1	Cox5b	36691487	36693388	569	555	108.033076682131
chr1	Cpa6	10324719	10719945	1940	14	0.799286234652046
chr1	Cps1	67123027	67231267	5562	0	0
chr1	Cr1l	195103788	195131570	1662	472	31.454805713692
chr1	Cr2	195136811	195176715	6207	5	0.0892204248213405
chr1	Crb1	139198254	139377076	4702	169	3.98088936156377
chr1	Creb1	64532804	64604548	8421	707	9.29890421670359
chr1	Creg1	165763780	165775304	2125	644	33.5662605083993
chr1	Creg2	39618406	39651182	5799	85	1.62346094270099
chr1	Crisp4	18115191	18137051	1192	0	0
chr1	Crispld1	17727417	17766207	4006	4	0.110592346852933
chr1	Crp	172698056	172699966	1698	0	0
chr1	Cryba2	74889934	74893143	720	2547	391.807257632738
chr1	Cryga	65100389	65103363	615	5	0.900473458318797
chr1	Crygb	65080222	65082290	633	19	3.32449679635234
chr1	Crygc	65071525	65073532	629	21	3.69781071993236
chr1	Crygd	65061838	65063440	635	8	1.39537934328456
chr1	Cryge	65048557	65051163	642	1	0.172520615846125
chr1	Crygf	65926522	65928304	622	3	0.53420370758784
chr1	Cspp1	10038218	10136768	4354	187	4.75695682471076
chr1	Csrp1	135729197	135752229	1770	847	53.0012572661642
chr1	Ctdsp1	74391609	74397285	2776	1290	51.4690647087333
chr1	Ctla4	60909025	60915832	1933	3	0.171895864521281
chr1	Ctse	131638314	131675507	2120	39	2.03753357526192
chr1	Cul3	80266818	80340430	2764	1367	54.7780418795879
chr1	Cxcr1	74191786	74194631	1124	5	0.492696776571228
chr1	Cxcr2	74153994	74161246	3043	1036	37.708028868435
chr1	Cxcr4	128588199	128592299	1814	205	12.5167796314821
chr1	Cyb5r1	134405990	134411738	1626	273	18.5959398873843
chr1	Cyp20a1	60343372	60387387	1501	249	18.373617993291
chr1	Cyp27a1	74713574	74737890	1890	13	0.761829132196697
chr1	D030040B21Rik	16657552	16662278	2788	1	0.0397267702199469
chr1	D1Ertd622e	97643902	97662018	2738	222	8.98039746269287
chr1	D1Pas1	186967416	186970627	3212	0	0
chr1	D2hgdh	93825240	93852174	3058	199	7.20761570937515
chr1	D530049I02Rik	73398968	73430779	551	0	0
chr1	D630023F18Rik	65105285	65123214	2667	1	0.0415291471215643
chr1	D830032E09Rik	107917259	107950947	2219	0	0
chr1	Daf2	130388528	130422999	1324	0	0
chr1	Dars	128363707	128417416	2509	688	30.3713295881905
chr1	Dars2	161040613	161070632	3581	156	4.82498875124856
chr1	Daw1	83159762	83210572	1668	2	0.132803639536225
chr1	Dbi	120113280	120121096	745	1978	294.066831635186
chr1	Dcaf6	165329501	165460463	3305	434	14.5443492139104
chr1	Dcaf8	172148015	172196393	3743	1089	32.2243436605471
chr1	Ddr2	169972307	170088944	8290	4037	53.9361877203446
chr1	Ddx18	121553835	121567980	2249	440	21.6690189258396
chr1	Ddx59	136415271	136440220	2228	109	5.4186030770557
chr1	Dedd	171329145	171342501	2733	335	13.5762930296473
chr1	Defb18	18236473	18237443	258	0	0
chr1	Defb41	18250978	18265138	469	0	0
chr1	Defb44-ps	18210053	18223564	222	0	0
chr1	Degs1	182275770	182282759	2005	1540	85.0711633290507
chr1	Dennd1b	138963709	139176042	8313	436	5.80904494439077
chr1	Des	75360292	75368579	3065	4	0.144545821041712
chr1	Desi2	178187417	178252597	4213	336	8.83331760868722
chr1	Dgkd	87853287	87944489	5694	454	8.83109217763229
chr1	Dhx9	153455758	153487660	4613	3145	75.5115218401803
chr1	Diexf	193104403	193130251	5548	115	2.29581778441229
chr1	Dis3l2	86703804	87050097	3171	224	7.82398130671697
chr1	Disp1	183086264	183221529	5208	260	5.52940499175022
chr1	Dnah7a	53397002	53706784	12272	10	0.0902527993588755
chr1	Dnah7b	46066738	46373550	12318	54	0.485545113667272
chr1	Dnajb2	75236423	75245692	3203	353	12.2065741763172
chr1	Dnajb3	88204732	88205748	1017	18	1.96032274996836
chr1	Dner	84369839	84696221	3632	97	2.95802555925153
chr1	Dnm3	161987302	162478034	7523	75	1.10419615219871
chr1	Dnm3os	162217623	162225550	7928	5	0.0698525702404213
chr1	Dnpep	75308565	75317637	1946	340	19.3513874752786
chr1	Dock10	80501068	80758553	7552	109	1.59860270864408
chr1	Dpp10	123332138	124045559	4630	2	0.047843730182813
chr1	Dpt	164796732	164824266	1636	0	0
chr1	Dsel	111858702	111864918	5763	363	6.97644272782856
chr1	Dst	33908225	34308662	30001	5050	18.6436814984407
chr1	Dstyk	132417453	132466959	6385	510	8.84678152550323
chr1	Dtl	191537365	191575534	4202	317	8.35563079802671
chr1	Dtymk	93792576	93801934	1310	260	21.9825505320879
chr1	Dusp10	184034461	184075636	2712	145	5.92180830719607
chr1	Dusp12	170874188	170885540	1374	90	7.25490624715363
chr1	Dusp23	172630769	172632974	1417	42	3.28288347612908
chr1	Dusp27	166098148	166127898	4025	11	0.302693314063437
chr1	Dusp28	92906989	92908620	1491	102	7.57702213820766
chr1	Dyrk3	131128441	131138234	2072	175	9.35458069030507
chr1	Dytn	63622851	63686927	2427	0	0
chr1	E330020D12Rik	153404186	153414233	2827	36	1.41043384274341
chr1	Ecel1	87147655	87156356	2985	5	0.185524682367189
chr1	Edem3	151755374	151822328	6604	1069	17.9286119948461
chr1	Eef1b2	63176831	63180486	1933	1778	101.876949039613
chr1	Efcab2	178405881	178483249	2538	61	2.66203796602283
chr1	Efhc1	20951626	20990841	2208	45	2.25730099266057
chr1	Efhd1	87264364	87310791	1805	32	1.96358090412343
chr1	Eif2d	131153207	131173471	2290	389	18.8143902009517
chr1	Eif4e2	87213914	87240488	4928	571	12.8333913145503
chr1	Eif5b	37998010	38055579	7797	1597	22.6857639978222
chr1	Elf3	135253574	135258472	2000	78	4.31957117955527
chr1	Elk4	132007605	132025684	3671	445	13.4261549281066
chr1	En1	120602487	120607991	2554	0	0
