Chr	GeneID	Start	Stop	CodingLength	S5_GeneCount	S5_RPKM
chr1	1110058L19Rik	23995939	24005640	667	22	3.82834943447052
chr1	1500015O10Rik	43730602	43742564	888	69	9.01884346962719
chr1	1700001G17Rik	33669824	33670712	889	3	0.391682545166966
chr1	1700007P06Rik	187125138	187127852	823	4	0.564124394740271
chr1	1700009P17Rik	171121661	171126967	1034	24	2.6940486085372
chr1	1700015E13Rik	170308861	170312125	713	20	3.25578104397786
chr1	1700016C15Rik	177729814	177753305	749	2	0.309929490568253
chr1	1700016L21Rik	80445932	80475660	394	0	0
chr1	1700019A02Rik	53158577	53187617	627	0	0
chr1	1700019D03Rik	52925127	52952840	834	1	0.139170976280349
chr1	1700019O17Rik	86426329	86428049	1721	0	0
chr1	1700020N18Rik	91404879	91406029	547	0	0
chr1	1700025G04Rik	151884524	152090320	9754	744	8.85329445335773
chr1	1700027A15Rik	73016036	73025508	571	0	0
chr1	1700034H15Rik	191894072	191907527	4362	6	0.159654187369754
chr1	1700034P13Rik	9747648	9771256	1494	1	0.077689822100275
chr1	1700047M11Rik	182300834	182303289	686	0	0
chr1	1700056E22Rik	184033032	184033998	967	4	0.48011828011504
chr1	1700063A18Rik	95990659	96021758	356	0	0
chr1	1700065J18Rik	192841705	192842739	404	0	0
chr1	1700066B17Rik	39842428	39847330	531	0	0
chr1	1700066M21Rik	57377620	57385422	3007	38	1.46677970744157
chr1	1700067G17Rik	89016113	89022210	603	0	0
chr1	1700084C01Rik	169928939	169934653	1440	4	0.322412761716141
chr1	1700112H15Rik	184527841	184557691	778	4	0.596753697777948
chr1	1810006J02Rik	98131467	98144655	1687	0	0
chr1	2010300C02Rik	37611676	37719811	4361	45	1.19768097679465
chr1	2310007B03Rik	93151355	93160948	2362	11	0.540539600506316
chr1	2310009B15Rik	138851979	138856854	571	24	4.87853986204459
chr1	2310030A07Rik	150320681	150346771	610	0	0
chr1	2310035C23Rik	105663861	105755131	5406	416	8.93165652878456
chr1	2310043L19Rik	177641542	177642943	698	0	0
chr1	2410088K16Rik	88754890	88755733	476	0	0
chr1	2610203C22Rik	9560833	9631092	1245	0	0
chr1	2610207O16Rik	42707063	42713454	461	0	0
chr1	2810025M15Rik	157412352	157420236	1194	78	7.58237047654041
chr1	2810408I11Rik	64679869	64690659	713	5	0.813945260994466
chr1	2810442N19Rik	162004969	162016485	919	0	0
chr1	2810459M11Rik	86045863	86055456	3331	0	0
chr1	2900009J06Rik	127753617	127774054	464	0	0
chr1	2900060B14Rik	118458669	118459265	597	4	0.777679023234914
chr1	2900092D14Rik	42700336	42703176	2841	4	0.163419351239438
chr1	3110009E18Rik	120121187	120188189	1089	15	1.59874096718748
chr1	3110035E14Rik	9601267	9627142	3187	0	0
chr1	3110045C21Rik	169969409	169972396	1135	0	0
chr1	3110079O15Rik	87470264	87475459	462	3	0.753692170245525
chr1	4930440C22Rik	94797442	94802472	1565	0	0
chr1	4930444P10Rik	16065979	16093041	717	21	3.39949857541705
chr1	4930448I06Rik	41167560	41181252	573	0	0
chr1	4930452N14Rik	154241521	154256906	613	0	0
chr1	4930469G21Rik	161156843	161159314	954	0	0
chr1	4930486I03Rik	20356454	20392300	786	0	0
chr1	4930487H11Rik	62790918	62794732	895	0	0
chr1	4930488B22Rik	184712497	184718989	1722	0	0
chr1	4930503O07Rik	194212187	194222759	578	0	0
chr1	4930521E06Rik	44739675	44744949	906	5	0.640555155727433
chr1	4930523C07Rik	160044380	160078586	5390	430	9.25964666301645
chr1	4930532M18Rik	154255689	154270416	481	0	0
chr1	4930533P14Rik	96612057	96662573	583	0	0
chr1	4930558J18Rik	57359222	57377544	2052	6	0.339381854438043
chr1	4930558K02Rik	161942089	161979636	1164	0	0
chr1	4930562F07Rik	160074735	160077985	887	11	1.4394075945839
chr1	4930568G15Rik	165066617	165091930	998	0	0
chr1	4930590L20Rik	140570176	140656402	551	1	0.210650806202923
chr1	4930594C11Rik	37485851	37488605	2755	8	0.337041289924678
chr1	4930596I21Rik	138977657	138979246	460	0	0
chr1	4930598F16Rik	95701184	95716518	761	0	0
chr1	4931408C20Rik	26681801	26687460	4331	0	0
chr1	4931428L18Rik	31141078	31222656	1094	2	0.212191214292159
chr1	4931440L10Rik	134540941	134549682	1832	0	0
chr1	4933400F21Rik	89676507	89683892	3611	0	0
chr1	4933402D24Rik	63754909	63769267	1756	0	0
chr1	4933406M09Rik	134385940	134390983	1770	2	0.13115095391843
chr1	4933407L21Rik	85928483	85931756	1148	8	0.808840377824466
chr1	4933415F23Rik	23100474	23102253	1780	0	0
chr1	4933417E11Rik	71958998	72005195	1093	0	0
chr1	4933424G06Rik	36714538	36757960	1127	0	0
chr1	4933436E23Rik	139379452	139402852	1111	0	0
chr1	4933439K11Rik	172541620	172550806	941	0	0
chr1	5033404E19Rik	185497306	185498014	709	0	0
chr1	5430435G22Rik	131688695	131713464	2523	216	9.93690699605515
chr1	5730559C18Rik	136213522	136234280	3013	174	6.70293242412847
chr1	5830403L16Rik	153849542	153851195	1654	0	0
chr1	6030407O03Rik	73618381	73864466	1801	0	0
chr1	6330403A02Rik	180432373	180483504	6557	8	0.141611827625818
chr1	6430706D22Rik	88263113	88269408	3638	0	0
chr1	6720483E21Rik	20888650	20890473	1120	2	0.207265346817519
chr1	7420461P10Rik	162647243	162658219	741	0	0
chr1	9130024F11Rik	56971469	56975196	3728	0	0
chr1	9130227L01Rik	55931241	55972098	1906	2	0.12179285857063
chr1	9130409I23Rik	181051237	181060667	1898	0	0
chr1	9230116N13Rik	136411916	136415519	2097	19	1.05164677641316
chr1	9330162B11Rik	188006576	188008990	2212	0	0
chr1	9330175M20Rik	51218386	51333779	2552	0	0
chr1	9430016H08Rik	57406548	57415958	1325	109	9.5482843545218
chr1	9430060I03Rik	92933543	92950590	1672	1	0.0694190156805089
chr1	9530026F06Rik	61378432	61395904	892	0	0
chr1	9630028B13Rik	185429357	185441819	3406	2	0.0681553694761074
chr1	9930111H07Rik	85775271	85784694	821	9	1.27237192199793
chr1	A130010J15Rik	193173469	193177832	3834	52	1.57422193513984
chr1	A230020J21Rik	191025351	191029781	1649	2	0.140774523005228
chr1	A330023F24Rik	195017399	195037908	5195	112	2.5023450533965
chr1	A530032D15Rik	85088139	85109853	1760	11	0.725428713861318
chr1	A630001G21Rik	85717083	85736606	1936	1	0.0599527862695304
chr1	A630095N17Rik	75220095	75232093	767	2	0.30265604750407
chr1	A730008H23Rik	88264828	88277557	2217	0	0
chr1	A830018L16Rik	11414105	11975902	8293	15	0.209939577145443
chr1	AA619741	34633535	34636210	2676	0	0
chr1	AA986860	130731976	130744622	2909	23	0.917696001034599
chr1	AI597479	43098710	43115946	3457	134	4.49904299253302
chr1	AI607873	173723428	173741809	3483	32	1.06637812660636
chr1	Aamp	74279840	74284738	1820	971	61.9245082337881
chr1	Abca12	71243090	71414910	8323	0	0
chr1	Abcb6	75171641	75180283	2933	127	5.02581366030071
chr1	Abi2	60409619	60481163	5974	970	18.8460891180577
chr1	Abl2	156558787	156649619	10714	673	7.29084972079398
chr1	Acadl	66830839	66863309	1948	337	20.0796284658122
chr1	Acbd3	180726043	180754204	3471	650	21.7356918010882
chr1	Acbd6	155558120	155687233	1942	160	9.56280899837782
chr1	Ackr1	173331886	173333503	1158	70	7.01623626532535
chr1	Ackr3	90203980	90215722	2319	290	14.5148306697564
chr1	Acmsd	127729413	127767564	2303	5	0.251994342635282
chr1	Acsl3	78657825	78707743	3950	1320	38.7874795867115
chr1	Actr1b	36699202	36709925	2077	716	40.0120912180802
chr1	Actr3	125392905	125435727	2746	2081	87.9602128795573
chr1	Adam23	63445904	63596515	6877	31	0.523211635997112
chr1	Adamts4	171250422	171259922	3673	899	28.4088391510514
chr1	Adck3	180165238	180196020	4076	21	0.597998154704129
chr1	Adcy10	165485183	165576773	5209	0	0
chr1	Adhfe1	9548046	9577968	3139	35	1.29417037197304
chr1	Adipor1	134415467	134432341	2024	2246	128.799438050002
chr1	Adora1	134199215	134235457	5819	237	4.72731686365719
chr1	Adss	177763178	177796509	2553	962	43.7359920241026
chr1	Aff3	38175991	38664955	7349	48	0.758102125793294
chr1	Agap1	89454811	89895282	9581	648	7.85016689835523
chr1	Agfg1	82839483	82896275	3137	1680	62.1597826859809
chr1	Agxt	93135240	93145421	1553	0	0
chr1	Ahctf1	179744904	179804015	8831	941	12.3678572255645
chr1	Aida	183297060	183324501	3293	1124	39.6177041909564
chr1	Aim2	173420604	173466036	2537	15	0.686254991433647
chr1	Akp3	87125008	87127912	1680	0	0
chr1	Akr1cl	65013086	65032748	1353	0	0
chr1	Akt3	177022115	177248767	4735	1180	28.9252251693805
chr1	Aldh9a1	167349991	167368530	2833	426	17.4533078492013
chr1	Alpi	87098002	87101606	2337	0	0
chr1	Alppl2	87086691	87089928	2112	0	0
chr1	Als2	59162756	59237231	7024	520	8.59277747626162
chr1	Als2cr11	59050506	59094900	2131	5	0.27233363260866
chr1	Als2cr12	58658120	58695989	1576	0	0
chr1	Alyref2	171503478	171504750	1273	18	1.64118986325263
chr1	Amer3	34579693	34590944	4356	0	0
chr1	Angel2	190925108	190946491	3349	309	10.7092253249637
chr1	Angptl1	156839023	156861079	2191	7	0.370826179609619
chr1	Ankar	72642980	72700564	4573	2	0.0507625603401753
chr1	Ankmy1	92870129	92902906	3243	0	0
chr1	Ankrd23	36530534	36535729	1954	54	3.20762747582486
chr1	Ankrd39	36538173	36547201	1786	88	5.71894529180703
chr1	Ankrd44	54645340	54926387	6140	247	4.66920892048848
chr1	Ankrd45	161142712	161170507	3723	3	0.0935282789829257
chr1	Ankzf1	75192160	75199385	3050	203	7.72522118892315
chr1	Ano7	93373896	93404304	4019	0	0
chr1	Aox1	58029969	58106410	4382	257	6.8073091542623
chr1	Aox2	58278326	58379264	4776	2	0.0486049389521821
chr1	Aox3	58113136	58200452	4360	0	0
chr1	Aox4	58210397	58268596	4972	7	0.163411134256773
chr1	Ap1s3	79606876	79671972	2876	185	7.46616478800244
chr1	Apcs	172893961	172895054	984	0	0
chr1	Apoa2	171225054	171226379	521	3	0.66834123349987
chr1	Apobec4	152750551	152757544	1566	1	0.0741178762565842
chr1	Apol7d	71653335	71662843	1193	0	0
chr1	Aqp12	93006334	93012269	1088	0	0
chr1	Arfgef1	10137507	10232670	7042	1406	23.1741612425791
chr1	Arhgap30	171388960	171410239	4487	13	0.33628074990674
chr1	Arhgef4	34801722	34812754	2714	130	5.55966000306389
chr1	Arid5a	36307733	36324029	5794	146	2.92475228784957
chr1	Arl4c	88698226	88702191	3966	584	17.0912907269797
chr1	Arl8a	135146834	135156268	1702	925	63.0807577270711
chr1	Armc9	86154780	86278284	5256	174	3.84245346154853
chr1	Arpc2	74236550	74268213	1597	2081	151.245300292589
chr1	Arpc5	152766542	152775580	1897	1303	79.7245009308421
chr1	Asb1	91540565	91559590	6072	110	2.1026919242357
chr1	Asb18	89952678	90014577	1404	0	0
chr1	Ascl5	136050804	136051370	567	0	0
chr1	Asic4	75450510	75474340	2650	78	3.41635862226009
chr1	Asnsd1	53344617	53352752	2442	359	17.0633191335766
chr1	Aspm	139454773	139494088	9866	23	0.270583586763597
chr1	Astn1	158362304	158691786	7224	38	0.610549083648507
chr1	Atf3	191170297	191183333	1976	594	34.8910652658804
