Chr	GeneID	Start	Stop	CodingLength	S14_GeneCount	S14_RPKM
chr1	1110058L19Rik	23995939	24005640	667	33	5.48328119234169
chr1	1500015O10Rik	43730602	43742564	888	57	7.11400722261939
chr1	1700001G17Rik	33669824	33670712	889	0	0
chr1	1700007P06Rik	187125138	187127852	823	7	0.942650314335702
chr1	1700009P17Rik	171121661	171126967	1034	25	2.67961180125132
chr1	1700015E13Rik	170308861	170312125	713	9	1.39896030420448
chr1	1700016C15Rik	177729814	177753305	749	1	0.147968950733985
chr1	1700016L21Rik	80445932	80475660	394	0	0
chr1	1700019A02Rik	53158577	53187617	627	0	0
chr1	1700019D03Rik	52925127	52952840	834	0	0
chr1	1700019O17Rik	86426329	86428049	1721	0	0
chr1	1700020N18Rik	91404879	91406029	547	0	0
chr1	1700025G04Rik	151884524	152090320	9754	721	8.19228260159147
chr1	1700027A15Rik	73016036	73025508	571	0	0
chr1	1700034H15Rik	191894072	191907527	4362	6	0.152446690646155
chr1	1700034P13Rik	9747648	9771256	1494	0	0
chr1	1700047M11Rik	182300834	182303289	686	0	0
chr1	1700056E22Rik	184033032	184033998	967	4	0.458443615717703
chr1	1700063A18Rik	95990659	96021758	356	0	0
chr1	1700065J18Rik	192841705	192842739	404	0	0
chr1	1700066B17Rik	39842428	39847330	531	0	0
chr1	1700066M21Rik	57377620	57385422	3007	99	3.64883460787353
chr1	1700067G17Rik	89016113	89022210	603	0	0
chr1	1700084C01Rik	169928939	169934653	1440	55	4.23304230936563
chr1	1700112H15Rik	184527841	184557691	778	0	0
chr1	1810006J02Rik	98131467	98144655	1687	0	0
chr1	2010300C02Rik	37611676	37719811	4361	25	0.635340197774333
chr1	2310007B03Rik	93151355	93160948	2362	14	0.656901954867302
chr1	2310009B15Rik	138851979	138856854	571	24	4.65830097792314
chr1	2310030A07Rik	150320681	150346771	610	0	0
chr1	2310035C23Rik	105663861	105755131	5406	339	6.94986020159394
chr1	2310043L19Rik	177641542	177642943	698	0	0
chr1	2410088K16Rik	88754890	88755733	476	0	0
chr1	2610203C22Rik	9560833	9631092	1245	0	0
chr1	2610207O16Rik	42707063	42713454	461	0	0
chr1	2810025M15Rik	157412352	157420236	1194	135	12.5308881519823
chr1	2810408I11Rik	64679869	64690659	713	23	3.57512077741144
chr1	2810442N19Rik	162004969	162016485	919	3	0.361791330031843
chr1	2810459M11Rik	86045863	86055456	3331	8	0.2661753085554
chr1	2900009J06Rik	127753617	127774054	464	0	0
chr1	2900060B14Rik	118458669	118459265	597	0	0
chr1	2900092D14Rik	42700336	42703176	2841	0	0
chr1	3110009E18Rik	120121187	120188189	1089	15	1.52656672313712
chr1	3110035E14Rik	9601267	9627142	3187	9	0.31297731311509
chr1	3110045C21Rik	169969409	169972396	1135	9	0.87881823515224
chr1	3110079O15Rik	87470264	87475459	462	0	0
chr1	4930440C22Rik	94797442	94802472	1565	0	0
chr1	4930444P10Rik	16065979	16093041	717	48	7.41949751295429
chr1	4930448I06Rik	41167560	41181252	573	0	0
chr1	4930452N14Rik	154241521	154256906	613	0	0
chr1	4930469G21Rik	161156843	161159314	954	0	0
chr1	4930486I03Rik	20356454	20392300	786	0	0
chr1	4930487H11Rik	62790918	62794732	895	0	0
chr1	4930488B22Rik	184712497	184718989	1722	0	0
chr1	4930503O07Rik	194212187	194222759	578	0	0
chr1	4930521E06Rik	44739675	44744949	906	0	0
chr1	4930523C07Rik	160044380	160078586	5390	605	12.4399610724215
chr1	4930532M18Rik	154255689	154270416	481	0	0
chr1	4930533P14Rik	96612057	96662573	583	0	0
chr1	4930558J18Rik	57359222	57377544	2052	11	0.594111201314475
