Chr	GeneID	Start	Stop	CodingLength	S11_GeneCount	S11_RPKM
chr1	1110058L19Rik	23995939	24005640	667	41	6.64787733317288
chr1	1500015O10Rik	43730602	43742564	888	144	17.5377752718246
chr1	1700001G17Rik	33669824	33670712	889	2	0.243306218619238
chr1	1700007P06Rik	187125138	187127852	823	3	0.394227026158875
chr1	1700009P17Rik	171121661	171126967	1034	9	0.94134093577008
chr1	1700015E13Rik	170308861	170312125	713	7	1.06177741828017
chr1	1700016C15Rik	177729814	177753305	749	2	0.288784016491993
chr1	1700016L21Rik	80445932	80475660	394	0	0
chr1	1700019A02Rik	53158577	53187617	627	1	0.172487422928631
chr1	1700019D03Rik	52925127	52952840	834	0	0
chr1	1700019O17Rik	86426329	86428049	1721	0	0
chr1	1700020N18Rik	91404879	91406029	547	0	0
chr1	1700025G04Rik	151884524	152090320	9754	1293	14.3364210713444
chr1	1700027A15Rik	73016036	73025508	571	0	0
chr1	1700034H15Rik	191894072	191907527	4362	6	0.148761505056742
chr1	1700034P13Rik	9747648	9771256	1494	0	0
chr1	1700047M11Rik	182300834	182303289	686	0	0
chr1	1700056E22Rik	184033032	184033998	967	0	0
chr1	1700063A18Rik	95990659	96021758	356	0	0
chr1	1700065J18Rik	192841705	192842739	404	0	0
chr1	1700066B17Rik	39842428	39847330	531	0	0
chr1	1700066M21Rik	57377620	57385422	3007	67	2.40971870628828
chr1	1700067G17Rik	89016113	89022210	603	0	0
chr1	1700084C01Rik	169928939	169934653	1440	6	0.450623392401048
chr1	1700112H15Rik	184527841	184557691	778	0	0
chr1	1810006J02Rik	98131467	98144655	1687	0	0
chr1	2010300C02Rik	37611676	37719811	4361	56	1.38875909054576
chr1	2310007B03Rik	93151355	93160948	2362	0	0
chr1	2310009B15Rik	138851979	138856854	571	21	3.97748143205128
chr1	2310030A07Rik	150320681	150346771	610	2	0.354588898938529
chr1	2310035C23Rik	105663861	105755131	5406	325	6.5017803565079
chr1	2310043L19Rik	177641542	177642943	698	0	0
chr1	2410088K16Rik	88754890	88755733	476	0	0
chr1	2610203C22Rik	9560833	9631092	1245	0	0
chr1	2610207O16Rik	42707063	42713454	461	0	0
chr1	2810025M15Rik	157412352	157420236	1194	56	5.07234371345903
chr1	2810408I11Rik	64679869	64690659	713	3	0.455047464977215
chr1	2810442N19Rik	162004969	162016485	919	1	0.11768184349973
chr1	2810459M11Rik	86045863	86055456	3331	11	0.357143727390803
chr1	2900009J06Rik	127753617	127774054	464	0	0
chr1	2900060B14Rik	118458669	118459265	597	0	0
chr1	2900092D14Rik	42700336	42703176	2841	3	0.114202338095302
chr1	3110009E18Rik	120121187	120188189	1089	13	1.29104222616278
chr1	3110035E14Rik	9601267	9627142	3187	15	0.509019206979533
chr1	3110045C21Rik	169969409	169972396	1135	8	0.762288029436133
chr1	3110079O15Rik	87470264	87475459	462	0	0
chr1	4930440C22Rik	94797442	94802472	1565	0	0
chr1	4930444P10Rik	16065979	16093041	717	85	12.8210839678959
chr1	4930448I06Rik	41167560	41181252	573	0	0
chr1	4930452N14Rik	154241521	154256906	613	0	0
chr1	4930469G21Rik	161156843	161159314	954	0	0
chr1	4930486I03Rik	20356454	20392300	786	0	0
chr1	4930487H11Rik	62790918	62794732	895	0	0
chr1	4930488B22Rik	184712497	184718989	1722	0	0
chr1	4930503O07Rik	194212187	194222759	578	0	0
chr1	4930521E06Rik	44739675	44744949	906	1	0.119370435073125
chr1	4930523C07Rik	160044380	160078586	5390	742	14.8881287047827
chr1	4930532M18Rik	154255689	154270416	481	0	0
chr1	4930533P14Rik	96612057	96662573	583	0	0
chr1	4930558J18Rik	57359222	57377544	2052	1	0.0527044903393038
chr1	4930558K02Rik	161942089	161979636	1164	0	0
chr1	4930562F07Rik	160074735	160077985	887	5	0.609637058490707
chr1	4930568G15Rik	165066617	165091930	998	0	0
chr1	4930590L20Rik	140570176	140656402	551	0	0
chr1	4930594C11Rik	37485851	37488605	2755	4	0.157023033286753
chr1	4930596I21Rik	138977657	138979246	460	0	0
chr1	4930598F16Rik	95701184	95716518	761	0	0
chr1	4931408C20Rik	26681801	26687460	4331	0	0
chr1	4931428L18Rik	31141078	31222656	1094	1	0.0988570513494072
chr1	4931440L10Rik	134540941	134549682	1832	0	0
chr1	4933400F21Rik	89676507	89683892	3611	2	0.0599000909311833
chr1	4933402D24Rik	63754909	63769267	1756	3	0.184765855654188
chr1	4933406M09Rik	134385940	134390983	1770	0	0
chr1	4933407L21Rik	85928483	85931756	1148	0	0
chr1	4933415F23Rik	23100474	23102253	1780	0	0
chr1	4933417E11Rik	71958998	72005195	1093	0	0
chr1	4933424G06Rik	36714538	36757960	1127	0	0
chr1	4933436E23Rik	139379452	139402852	1111	0	0
chr1	4933439K11Rik	172541620	172550806	941	0	0
chr1	5033404E19Rik	185497306	185498014	709	0	0
chr1	5430435G22Rik	131688695	131713464	2523	35	1.50029191286912
chr1	5730559C18Rik	136213522	136234280	3013	1	0.0358943292984572
chr1	5830403L16Rik	153849542	153851195	1654	0	0
chr1	6030407O03Rik	73618381	73864466	1801	7	0.420348306070938
chr1	6330403A02Rik	180432373	180483504	6557	37	0.610269288473586
chr1	6430706D22Rik	88263113	88269408	3638	0	0
chr1	6720483E21Rik	20888650	20890473	1120	2	0.19312431102902
chr1	7420461P10Rik	162647243	162658219	741	0	0
chr1	9130024F11Rik	56971469	56975196	3728	0	0
chr1	9130227L01Rik	55931241	55972098	1906	0	0
chr1	9130409I23Rik	181051237	181060667	1898	2	0.113961658773711
chr1	9230116N13Rik	136411916	136415519	2097	7	0.361014448847763
chr1	9330162B11Rik	188006576	188008990	2212	0	0
chr1	9330175M20Rik	51218386	51333779	2552	2	0.0847567509218271
chr1	9430016H08Rik	57406548	57415958	1325	52	4.24436221672836
chr1	9430060I03Rik	92933543	92950590	1672	1	0.0646827835982365
chr1	9530026F06Rik	61378432	61395904	892	3	0.363731886242998
chr1	9630028B13Rik	185429357	185441819	3406	13	0.412784786932257
chr1	9930111H07Rik	85775271	85784694	821	13	1.7124786653974
chr1	A130010J15Rik	193173469	193177832	3834	60	1.69248222498046
chr1	A230020J21Rik	191025351	191029781	1649	1	0.0655849691790488
chr1	A330023F24Rik	195017399	195037908	5195	128	2.66470656680658
chr1	A530032D15Rik	85088139	85109853	1760	0	0
chr1	A630001G21Rik	85717083	85736606	1936	5	0.279312020083294
chr1	A630095N17Rik	75220095	75232093	767	0	0
chr1	A730008H23Rik	88264828	88277557	2217	3	0.146345891984102
chr1	A830018L16Rik	11414105	11975902	8293	6	0.0782464349520691
chr1	AA619741	34633535	34636210	2676	0	0
chr1	AA986860	130731976	130744622	2909	110	4.08953508401088
chr1	AI597479	43098710	43115946	3457	190	5.94400540743066
chr1	AI607873	173723428	173741809	3483	7	0.217354952407051
chr1	Aamp	74279840	74284738	1820	814	48.3702120546531
chr1	Abca12	71243090	71414910	8323	0	0
chr1	Abcb6	75171641	75180283	2933	80	2.94987014459602
chr1	Abi2	60409619	60481163	5974	1434	25.9602522143864
chr1	Abl2	156558787	156649619	10714	437	4.41117989499924
chr1	Acadl	66830839	66863309	1948	291	16.1558201875201
chr1	Acbd3	180726043	180754204	3471	477	14.8623929593984
chr1	Acbd6	155558120	155687233	1942	145	8.07502268566244
chr1	Ackr1	173331886	173333503	1158	77	7.19129558857631
chr1	Ackr3	90203980	90215722	2319	270	12.5918050140526
chr1	Acmsd	127729413	127767564	2303	0	0
chr1	Acsl3	78657825	78707743	3950	2870	78.5795930850232
chr1	Actr1b	36699202	36709925	2077	570	29.6799615216482
chr1	Actr3	125392905	125435727	2746	1160	45.685925871978
chr1	Adam23	63445904	63596515	6877	55	0.86494529296115
chr1	Adamts4	171250422	171259922	3673	855	25.1750395101266
chr1	Adck3	180165238	180196020	4076	81	2.14919498240343
chr1	Adcy10	165485183	165576773	5209	0	0
chr1	Adhfe1	9548046	9577968	3139	113	3.89324829624607
chr1	Adipor1	134415467	134432341	2024	2340	125.03463299033
chr1	Adora1	134199215	134235457	5819	806	14.9799946771024
chr1	Adss	177763178	177796509	2553	290	12.284915045481
chr1	Aff3	38175991	38664955	7349	46	0.676946829787395
chr1	Agap1	89454811	89895282	9581	589	6.64858811708716
chr1	Agfg1	82839483	82896275	3137	1353	46.645338852556
chr1	Agxt	93135240	93145421	1553	0	0
chr1	Ahctf1	179744904	179804015	8831	997	12.2098477334076
chr1	Aida	183297060	183324501	3293	670	22.0043247792555
chr1	Aim2	173420604	173466036	2537	16	0.682062998352394
chr1	Akp3	87125008	87127912	1680	0	0
chr1	Akr1cl	65013086	65032748	1353	0	0
chr1	Akt3	177022115	177248767	4735	1374	31.3828025085891
chr1	Aldh9a1	167349991	167368530	2833	569	21.7215426990071
chr1	Alpi	87098002	87101606	2337	0	0
chr1	Alppl2	87086691	87089928	2112	0	0
chr1	Als2	59162756	59237231	7024	299	4.60374923671685
chr1	Als2cr11	59050506	59094900	2131	2	0.101501280315581
chr1	Als2cr12	58658120	58695989	1576	0	0
chr1	Alyref2	171503478	171504750	1273	23	1.95399931347509
chr1	Amer3	34579693	34590944	4356	4	0.0993109404740601
chr1	Angel2	190925108	190946491	3349	382	12.3359667409161
chr1	Angptl1	156839023	156861079	2191	3	0.148082538808195
chr1	Ankar	72642980	72700564	4573	2	0.0472991971031058
chr1	Ankmy1	92870129	92902906	3243	6	0.200091793110548
chr1	Ankrd23	36530534	36535729	1954	39	2.15856445899376
chr1	Ankrd39	36538173	36547201	1786	49	2.96715066888932
chr1	Ankrd44	54645340	54926387	6140	658	11.5899749394094
chr1	Ankrd45	161142712	161170507	3723	8	0.232392402205214
chr1	Ankzf1	75192160	75199385	3050	160	5.67342238301647
chr1	Ano7	93373896	93404304	4019	0	0
chr1	Aox1	58029969	58106410	4382	198	4.88672378067042
chr1	Aox2	58278326	58379264	4776	1	0.0226443915779421
chr1	Aox3	58113136	58200452	4360	10	0.248049573798742
chr1	Aox4	58210397	58268596	4972	21	0.456786383286661
chr1	Ap1s3	79606876	79671972	2876	228	8.57375244512703
chr1	Apcs	172893961	172895054	984	0	0
chr1	Apoa2	171225054	171226379	521	3	0.62274250005519
chr1	Apobec4	152750551	152757544	1566	1	0.069061056306674
chr1	Apol7d	71653335	71662843	1193	0	0
chr1	Aqp12	93006334	93012269	1088	0	0
chr1	Arfgef1	10137507	10232670	7042	1081	16.6017797393536
chr1	Arhgap30	171388960	171410239	4487	15	0.361543171973205
chr1	Arhgef4	34801722	34812754	2714	357	14.2260177822114
chr1	Arid5a	36307733	36324029	5794	74	1.38126880376987
chr1	Arl4c	88698226	88702191	3966	143	3.89949440927987
chr1	Arl8a	135146834	135156268	1702	563	35.774519847961
chr1	Armc9	86154780	86278284	5256	136	2.79839184322112
chr1	Arpc2	74236550	74268213	1597	1344	91.0163315296693
chr1	Arpc5	152766542	152775580	1897	805	45.8937477131694
chr1	Asb1	91540565	91559590	6072	238	4.23906590480037
chr1	Asb18	89952678	90014577	1404	0	0
chr1	Ascl5	136050804	136051370	567	0	0
chr1	Asic4	75450510	75474340	2650	28	1.14271290450379
chr1	Asnsd1	53344617	53352752	2442	309	13.6847791893783
chr1	Aspm	139454773	139494088	9866	51	0.559054360732701
chr1	Astn1	158362304	158691786	7224	71	1.06293225450081
chr1	Atf3	191170297	191183333	1976	22	1.20409489467486
chr1	Atf6	170704457	170867771	7463	877	12.7089925810763
chr1	Atg16l1	87756011	87792428	3180	163	5.54351795934874
chr1	Atg4b	93755033	93789529	2964	289	10.5449522594253
chr1	Atg9a	75180861	75192010	4107	461	12.1395111115783
chr1	Atic	71557156	71579403	2611	455	18.8464475106068
chr1	Atp1a2	172271709	172298064	6227	18186	315.851755806859
chr1	Atp1a4	172223508	172258424	3485	2	0.0620657757109047
chr1	Atp1b1	164437099	164458355	2590	2672	111.573656015036
chr1	Atp2b4	133702674	133753747	8292	616	8.03426945641231
chr1	Atp6v1g3	138273738	138289462	1887	0	0
chr1	Atp6v1h	5083173	5162549	1976	320	17.5141075589071
chr1	Avpr1b	131599114	131612000	4148	1	0.0260727131572448
